,_focal_resource_label,sg_dependence,resource_quality_change,resource_quantity_change,management,compliance,ParentGlobalID,management_other,focal_resource,id,date,ccp,seagrass_quality_change,sg_quality_change_note,seagrass_quantity_change,sg_quantity_change_note,causes_seagrass_change,sg_causes_coded,focal_resources,sg_dependence_note,resource_quality_change_note,resource_quantity_change_note,management_note,compliance_note,resource_change_note,resource_change_note.1,note,review_flag
39,"carapo, tara (7)",none,worse,sig_less,gear_closure,75_100,e7664a71-64d4-4f13-ad4b-61b1ba63b82d,,07,03282023NHMUA01,3/28/2023 10:00:00 AM,nhamua,sig_worse,"Houve se mudanca porque antes so pescaram em canais. Agora pesca fora onda havia ervas grandes. Os redes de arrasto so deixa area e pequenas ervas que peixes no podem usar para dormir nem para comer. Nao chega crecer. Agora temos perdidos peixes como sikokoroma, ngabugue, likologolo",sig_less,"Houve se grande persa das ervas marinhas. Agora nao ha ervas. Havia perdas na zon de Guiwindritunu, Guitete, Nhambavale, e Nhambudzi, Estas lugares agora so tem area e poucos peixes. Em Guiwindritunu ""eram lugar propisio porque tinham muitas ervas. Antigamente pescam peice que cada pesa 5 ou 6 kilos. Por quanto de arrastos estes peixes nao existem.""",Antigamenete redes nao tinham ferros que arrastam ervas. Acabam matando estas ervas. Antigamente so pescaa na canal. Agora pescam fora de canal onde havia ervas grandes. Dia e noite estao a pescar com rede de arrasto.,human_disturbance,"02,07,50,56,60,61","mihili (1): area, sem ervas; mavbionho (2): canal, sem ervas; salani (3): mahata um pouco; carapau (7): mahata, dzindrolo (5): erva; camarao (56): mahata; matewo (60): nao depende solemente das ervas, pode crecer na area; mavalo (61): depnde das ervas para fixar, quando area entra eles morrem, depende das chouve e ventania","mavbionho (2): antes nao tinha mercado porque havua muito, fervia e deixava secar. Agora nao crece; salani (3): havia grande (tamanh do brazo); camarao (56) antigamente crecia ate pasara, agora nao crecem sig.; mavalo (61): creciam porque cosumiam ervas, agora nao ",Carapau (7) nao tinha mercado porque pescavam em grandes quantidades; Carangejo (50) nao tinha negocio porque havia tanto. Deram aos porcos; camarao (56) 2 ou 2 e meio latas. Antigamente nao havia mercado practicamente nao vendia fresca.,"Antigamente havia leis de preservacao que funcionavam porque pessoas acceitaram. Gamboas, kogas, matumbos sao vedadas mesmo ginia, mergulho. A veda acontece juno, julho, e augosto",Pescadores da outra communidade (Chiquque) entram e violar,"Redes mosquiteros e redes nocivas capturam peixes finos e crias. Ha reducao na productividade de peixe. Antigamente minimo foi 3 pulgadas no parte ""saco"" do rede de arrasto mas agora e muito fino. O crescemento de populacao afecta 56,61,60",human_disturbance,,
40,dzindrolo (50),high,sig_worse,sig_less,gear_closure,75_100,e7664a71-64d4-4f13-ad4b-61b1ba63b82d,,50,03282023NHMUA01,3/28/2023 10:00:00 AM,nhamua,sig_worse,"Houve se mudanca porque antes so pescaram em canais. Agora pesca fora onda havia ervas grandes. Os redes de arrasto so deixa area e pequenas ervas que peixes no podem usar para dormir nem para comer. Nao chega crecer. Agora temos perdidos peixes como sikokoroma, ngabugue, likologolo",sig_less,"Houve se grande persa das ervas marinhas. Agora nao ha ervas. Havia perdas na zon de Guiwindritunu, Guitete, Nhambavale, e Nhambudzi, Estas lugares agora so tem area e poucos peixes. Em Guiwindritunu ""eram lugar propisio porque tinham muitas ervas. Antigamente pescam peice que cada pesa 5 ou 6 kilos. Por quanto de arrastos estes peixes nao existem.""",Antigamenete redes nao tinham ferros que arrastam ervas. Acabam matando estas ervas. Antigamente so pescaa na canal. Agora pescam fora de canal onde havia ervas grandes. Dia e noite estao a pescar com rede de arrasto.,human_disturbance,"02,07,50,56,60,61","mihili (1): area, sem ervas; mavbionho (2): canal, sem ervas; salani (3): mahata um pouco; carapau (7): mahata, dzindrolo (5): erva; camarao (56): mahata; matewo (60): nao depende solemente das ervas, pode crecer na area; mavalo (61): depnde das ervas para fixar, quando area entra eles morrem, depende das chouve e ventania","mavbionho (2): antes nao tinha mercado porque havua muito, fervia e deixava secar. Agora nao crece; salani (3): havia grande (tamanh do brazo); camarao (56) antigamente crecia ate pasara, agora nao crecem sig.; mavalo (61): creciam porque cosumiam ervas, agora nao ",Carapau (7) nao tinha mercado porque pescavam em grandes quantidades; Carangejo (50) nao tinha negocio porque havia tanto. Deram aos porcos; camarao (56) 2 ou 2 e meio latas. Antigamente nao havia mercado practicamente nao vendia fresca.,"Antigamente havia leis de preservacao que funcionavam porque pessoas acceitaram. Gamboas, kogas, matumbos sao vedadas mesmo ginia, mergulho. A veda acontece juno, julho, e augosto",Pescadores da outra communidade (Chiquque) entram e violar,"Redes mosquiteros e redes nocivas capturam peixes finos e crias. Ha reducao na productividade de peixe. Antigamente minimo foi 3 pulgadas no parte ""saco"" do rede de arrasto mas agora e muito fino. O crescemento de populacao afecta 56,61,60",human_disturbance,,
41,mavandzi (56),high,sig_worse,sig_less,gear_closure,75_100,e7664a71-64d4-4f13-ad4b-61b1ba63b82d,,56,03282023NHMUA01,3/28/2023 10:00:00 AM,nhamua,sig_worse,"Houve se mudanca porque antes so pescaram em canais. Agora pesca fora onda havia ervas grandes. Os redes de arrasto so deixa area e pequenas ervas que peixes no podem usar para dormir nem para comer. Nao chega crecer. Agora temos perdidos peixes como sikokoroma, ngabugue, likologolo",sig_less,"Houve se grande persa das ervas marinhas. Agora nao ha ervas. Havia perdas na zon de Guiwindritunu, Guitete, Nhambavale, e Nhambudzi, Estas lugares agora so tem area e poucos peixes. Em Guiwindritunu ""eram lugar propisio porque tinham muitas ervas. Antigamente pescam peice que cada pesa 5 ou 6 kilos. Por quanto de arrastos estes peixes nao existem.""",Antigamenete redes nao tinham ferros que arrastam ervas. Acabam matando estas ervas. Antigamente so pescaa na canal. Agora pescam fora de canal onde havia ervas grandes. Dia e noite estao a pescar com rede de arrasto.,human_disturbance,"02,07,50,56,60,61","mihili (1): area, sem ervas; mavbionho (2): canal, sem ervas; salani (3): mahata um pouco; carapau (7): mahata, dzindrolo (5): erva; camarao (56): mahata; matewo (60): nao depende solemente das ervas, pode crecer na area; mavalo (61): depnde das ervas para fixar, quando area entra eles morrem, depende das chouve e ventania","mavbionho (2): antes nao tinha mercado porque havua muito, fervia e deixava secar. Agora nao crece; salani (3): havia grande (tamanh do brazo); camarao (56) antigamente crecia ate pasara, agora nao crecem sig.; mavalo (61): creciam porque cosumiam ervas, agora nao ",Carapau (7) nao tinha mercado porque pescavam em grandes quantidades; Carangejo (50) nao tinha negocio porque havia tanto. Deram aos porcos; camarao (56) 2 ou 2 e meio latas. Antigamente nao havia mercado practicamente nao vendia fresca.,"Antigamente havia leis de preservacao que funcionavam porque pessoas acceitaram. Gamboas, kogas, matumbos sao vedadas mesmo ginia, mergulho. A veda acontece juno, julho, e augosto",Pescadores da outra communidade (Chiquque) entram e violar,"Redes mosquiteros e redes nocivas capturam peixes finos e crias. Ha reducao na productividade de peixe. Antigamente minimo foi 3 pulgadas no parte ""saco"" do rede de arrasto mas agora e muito fino. O crescemento de populacao afecta 56,61,60",human_disturbance,,
42,matewo (60),mod,better,more,none,,e7664a71-64d4-4f13-ad4b-61b1ba63b82d,,60,03282023NHMUA01,3/28/2023 10:00:00 AM,nhamua,sig_worse,"Houve se mudanca porque antes so pescaram em canais. Agora pesca fora onda havia ervas grandes. Os redes de arrasto so deixa area e pequenas ervas que peixes no podem usar para dormir nem para comer. Nao chega crecer. Agora temos perdidos peixes como sikokoroma, ngabugue, likologolo",sig_less,"Houve se grande persa das ervas marinhas. Agora nao ha ervas. Havia perdas na zon de Guiwindritunu, Guitete, Nhambavale, e Nhambudzi, Estas lugares agora so tem area e poucos peixes. Em Guiwindritunu ""eram lugar propisio porque tinham muitas ervas. Antigamente pescam peice que cada pesa 5 ou 6 kilos. Por quanto de arrastos estes peixes nao existem.""",Antigamenete redes nao tinham ferros que arrastam ervas. Acabam matando estas ervas. Antigamente so pescaa na canal. Agora pescam fora de canal onde havia ervas grandes. Dia e noite estao a pescar com rede de arrasto.,human_disturbance,"02,07,50,56,60,61","mihili (1): area, sem ervas; mavbionho (2): canal, sem ervas; salani (3): mahata um pouco; carapau (7): mahata, dzindrolo (5): erva; camarao (56): mahata; matewo (60): nao depende solemente das ervas, pode crecer na area; mavalo (61): depnde das ervas para fixar, quando area entra eles morrem, depende das chouve e ventania","mavbionho (2): antes nao tinha mercado porque havua muito, fervia e deixava secar. Agora nao crece; salani (3): havia grande (tamanh do brazo); camarao (56) antigamente crecia ate pasara, agora nao crecem sig.; mavalo (61): creciam porque cosumiam ervas, agora nao ",Carapau (7) nao tinha mercado porque pescavam em grandes quantidades; Carangejo (50) nao tinha negocio porque havia tanto. Deram aos porcos; camarao (56) 2 ou 2 e meio latas. Antigamente nao havia mercado practicamente nao vendia fresca.,"Antigamente havia leis de preservacao que funcionavam porque pessoas acceitaram. Gamboas, kogas, matumbos sao vedadas mesmo ginia, mergulho. A veda acontece juno, julho, e augosto",Pescadores da outra communidade (Chiquque) entram e violar,"Redes mosquiteros e redes nocivas capturam peixes finos e crias. Ha reducao na productividade de peixe. Antigamente minimo foi 3 pulgadas no parte ""saco"" do rede de arrasto mas agora e muito fino. O crescemento de populacao afecta 56,61,60",human_disturbance,,
43,"mapalo, mavalo (61)",high,sig_worse,sig_less,seasonal_harvest,50_75,e7664a71-64d4-4f13-ad4b-61b1ba63b82d,,61,03282023NHMUA01,3/28/2023 10:00:00 AM,nhamua,sig_worse,"Houve se mudanca porque antes so pescaram em canais. Agora pesca fora onda havia ervas grandes. Os redes de arrasto so deixa area e pequenas ervas que peixes no podem usar para dormir nem para comer. Nao chega crecer. Agora temos perdidos peixes como sikokoroma, ngabugue, likologolo",sig_less,"Houve se grande persa das ervas marinhas. Agora nao ha ervas. Havia perdas na zon de Guiwindritunu, Guitete, Nhambavale, e Nhambudzi, Estas lugares agora so tem area e poucos peixes. Em Guiwindritunu ""eram lugar propisio porque tinham muitas ervas. Antigamente pescam peice que cada pesa 5 ou 6 kilos. Por quanto de arrastos estes peixes nao existem.""",Antigamenete redes nao tinham ferros que arrastam ervas. Acabam matando estas ervas. Antigamente so pescaa na canal. Agora pescam fora de canal onde havia ervas grandes. Dia e noite estao a pescar com rede de arrasto.,human_disturbance,"02,07,50,56,60,61","mihili (1): area, sem ervas; mavbionho (2): canal, sem ervas; salani (3): mahata um pouco; carapau (7): mahata, dzindrolo (5): erva; camarao (56): mahata; matewo (60): nao depende solemente das ervas, pode crecer na area; mavalo (61): depnde das ervas para fixar, quando area entra eles morrem, depende das chouve e ventania","mavbionho (2): antes nao tinha mercado porque havua muito, fervia e deixava secar. Agora nao crece; salani (3): havia grande (tamanh do brazo); camarao (56) antigamente crecia ate pasara, agora nao crecem sig.; mavalo (61): creciam porque cosumiam ervas, agora nao ",Carapau (7) nao tinha mercado porque pescavam em grandes quantidades; Carangejo (50) nao tinha negocio porque havia tanto. Deram aos porcos; camarao (56) 2 ou 2 e meio latas. Antigamente nao havia mercado practicamente nao vendia fresca.,"Antigamente havia leis de preservacao que funcionavam porque pessoas acceitaram. Gamboas, kogas, matumbos sao vedadas mesmo ginia, mergulho. A veda acontece juno, julho, e augosto",Pescadores da outra communidade (Chiquque) entram e violar,"Redes mosquiteros e redes nocivas capturam peixes finos e crias. Ha reducao na productividade de peixe. Antigamente minimo foi 3 pulgadas no parte ""saco"" do rede de arrasto mas agora e muito fino. O crescemento de populacao afecta 56,61,60",human_disturbance,,
44,mihili (1),none,no_change,sig_less,gear_closure,75_100,3b6c93d5-8c88-4ae9-8150-5c66e95d9bc6,,01,04032023NGUA01,5/24/2023 10:00:00 AM,nguja,sig_worse,"Na entrada da baia de Tumbine piorou, desde da aguas pequenas ate as grandes. Aboa qualidade caiu, ha diferenca, nos anos anterior tinha mais.",sig_less,"Acabou, muita quantidade se foi.","As proprias pessoas que usam jantes e pneus de carros, usam tambem artes pesadas, alguns barcos de grande porte. A temperatura tambem contribui porque, tambem, existem lugares onde nao ha redes mas as ervas desaparecem. ","human_disturbance,climate_change","01,02,04,06,50,56,63,69","1_depende da areia, para a maior parte na areia.
2_areia tambem
6_vive nas ervas assim com na areia
63_areia
69_areia","1_cresce na mesma medida, por vezes fino ou grande","6_Antes enchiam bacias mas atualmente nao.
63_Ano passado nao saiu.","Durante o tempo de veda, os apanhadores, os de gynia, gamboa e miranga podem continuar pescando.",,"A quantidade baixou por causa de todas pessoas ou comunidade se basear na pratica de pesca , antigamente era raro. O peixe agora e tirado em quantidade e a tendencia e do peixe pequeno. O  clima tambem contribue, por exemplo, ha 10 anos chovia frequentemente mas, agora nao, isso contribui para o baixo nivel de producao dos mariscos(producao).","human_disturbance,climate_change","

                                                                                                                                                                                                                                       JR",0.0
45,mavionho  (2),none,no_change,sig_less,gear_closure,75_100,3b6c93d5-8c88-4ae9-8150-5c66e95d9bc6,,02,04032023NGUA01,5/24/2023 10:00:00 AM,nguja,sig_worse,"Na entrada da baia de Tumbine piorou, desde da aguas pequenas ate as grandes. Aboa qualidade caiu, ha diferenca, nos anos anterior tinha mais.",sig_less,"Acabou, muita quantidade se foi.","As proprias pessoas que usam jantes e pneus de carros, usam tambem artes pesadas, alguns barcos de grande porte. A temperatura tambem contribui porque, tambem, existem lugares onde nao ha redes mas as ervas desaparecem. ","human_disturbance,climate_change","01,02,04,06,50,56,63,69","1_depende da areia, para a maior parte na areia.
2_areia tambem
6_vive nas ervas assim com na areia
63_areia
69_areia","1_cresce na mesma medida, por vezes fino ou grande","6_Antes enchiam bacias mas atualmente nao.
63_Ano passado nao saiu.","Durante o tempo de veda, os apanhadores, os de gynia, gamboa e miranga podem continuar pescando.",,"A quantidade baixou por causa de todas pessoas ou comunidade se basear na pratica de pesca , antigamente era raro. O peixe agora e tirado em quantidade e a tendencia e do peixe pequeno. O  clima tambem contribue, por exemplo, ha 10 anos chovia frequentemente mas, agora nao, isso contribui para o baixo nivel de producao dos mariscos(producao).","human_disturbance,climate_change","

                                                                                                                                                                                                                                       JR",0.0
46,dzipata (4),high,no_change,sig_less,species_closure,75_100,3b6c93d5-8c88-4ae9-8150-5c66e95d9bc6,,04,04032023NGUA01,5/24/2023 10:00:00 AM,nguja,sig_worse,"Na entrada da baia de Tumbine piorou, desde da aguas pequenas ate as grandes. Aboa qualidade caiu, ha diferenca, nos anos anterior tinha mais.",sig_less,"Acabou, muita quantidade se foi.","As proprias pessoas que usam jantes e pneus de carros, usam tambem artes pesadas, alguns barcos de grande porte. A temperatura tambem contribui porque, tambem, existem lugares onde nao ha redes mas as ervas desaparecem. ","human_disturbance,climate_change","01,02,04,06,50,56,63,69","1_depende da areia, para a maior parte na areia.
2_areia tambem
6_vive nas ervas assim com na areia
63_areia
69_areia","1_cresce na mesma medida, por vezes fino ou grande","6_Antes enchiam bacias mas atualmente nao.
63_Ano passado nao saiu.","Durante o tempo de veda, os apanhadores, os de gynia, gamboa e miranga podem continuar pescando.",,"A quantidade baixou por causa de todas pessoas ou comunidade se basear na pratica de pesca , antigamente era raro. O peixe agora e tirado em quantidade e a tendencia e do peixe pequeno. O  clima tambem contribue, por exemplo, ha 10 anos chovia frequentemente mas, agora nao, isso contribui para o baixo nivel de producao dos mariscos(producao).","human_disturbance,climate_change","

                                                                                                                                                                                                                                       JR",0.0
47,sigulula  (6),mod,no_change,sig_less,gear_closure,75_100,3b6c93d5-8c88-4ae9-8150-5c66e95d9bc6,,06,04032023NGUA01,5/24/2023 10:00:00 AM,nguja,sig_worse,"Na entrada da baia de Tumbine piorou, desde da aguas pequenas ate as grandes. Aboa qualidade caiu, ha diferenca, nos anos anterior tinha mais.",sig_less,"Acabou, muita quantidade se foi.","As proprias pessoas que usam jantes e pneus de carros, usam tambem artes pesadas, alguns barcos de grande porte. A temperatura tambem contribui porque, tambem, existem lugares onde nao ha redes mas as ervas desaparecem. ","human_disturbance,climate_change","01,02,04,06,50,56,63,69","1_depende da areia, para a maior parte na areia.
2_areia tambem
6_vive nas ervas assim com na areia
63_areia
69_areia","1_cresce na mesma medida, por vezes fino ou grande","6_Antes enchiam bacias mas atualmente nao.
63_Ano passado nao saiu.","Durante o tempo de veda, os apanhadores, os de gynia, gamboa e miranga podem continuar pescando.",,"A quantidade baixou por causa de todas pessoas ou comunidade se basear na pratica de pesca , antigamente era raro. O peixe agora e tirado em quantidade e a tendencia e do peixe pequeno. O  clima tambem contribue, por exemplo, ha 10 anos chovia frequentemente mas, agora nao, isso contribui para o baixo nivel de producao dos mariscos(producao).","human_disturbance,climate_change","

                                                                                                                                                                                                                                       JR",0.0
48,dzindrolo (50),high,no_change,sig_less,none,,3b6c93d5-8c88-4ae9-8150-5c66e95d9bc6,,50,04032023NGUA01,5/24/2023 10:00:00 AM,nguja,sig_worse,"Na entrada da baia de Tumbine piorou, desde da aguas pequenas ate as grandes. Aboa qualidade caiu, ha diferenca, nos anos anterior tinha mais.",sig_less,"Acabou, muita quantidade se foi.","As proprias pessoas que usam jantes e pneus de carros, usam tambem artes pesadas, alguns barcos de grande porte. A temperatura tambem contribui porque, tambem, existem lugares onde nao ha redes mas as ervas desaparecem. ","human_disturbance,climate_change","01,02,04,06,50,56,63,69","1_depende da areia, para a maior parte na areia.
2_areia tambem
6_vive nas ervas assim com na areia
63_areia
69_areia","1_cresce na mesma medida, por vezes fino ou grande","6_Antes enchiam bacias mas atualmente nao.
63_Ano passado nao saiu.","Durante o tempo de veda, os apanhadores, os de gynia, gamboa e miranga podem continuar pescando.",,"A quantidade baixou por causa de todas pessoas ou comunidade se basear na pratica de pesca , antigamente era raro. O peixe agora e tirado em quantidade e a tendencia e do peixe pequeno. O  clima tambem contribue, por exemplo, ha 10 anos chovia frequentemente mas, agora nao, isso contribui para o baixo nivel de producao dos mariscos(producao).","human_disturbance,climate_change","

                                                                                                                                                                                                                                       JR",0.0
49,mavandzi (56),high,no_change,sig_less,none,,3b6c93d5-8c88-4ae9-8150-5c66e95d9bc6,,56,04032023NGUA01,5/24/2023 10:00:00 AM,nguja,sig_worse,"Na entrada da baia de Tumbine piorou, desde da aguas pequenas ate as grandes. Aboa qualidade caiu, ha diferenca, nos anos anterior tinha mais.",sig_less,"Acabou, muita quantidade se foi.","As proprias pessoas que usam jantes e pneus de carros, usam tambem artes pesadas, alguns barcos de grande porte. A temperatura tambem contribui porque, tambem, existem lugares onde nao ha redes mas as ervas desaparecem. ","human_disturbance,climate_change","01,02,04,06,50,56,63,69","1_depende da areia, para a maior parte na areia.
2_areia tambem
6_vive nas ervas assim com na areia
63_areia
69_areia","1_cresce na mesma medida, por vezes fino ou grande","6_Antes enchiam bacias mas atualmente nao.
63_Ano passado nao saiu.","Durante o tempo de veda, os apanhadores, os de gynia, gamboa e miranga podem continuar pescando.",,"A quantidade baixou por causa de todas pessoas ou comunidade se basear na pratica de pesca , antigamente era raro. O peixe agora e tirado em quantidade e a tendencia e do peixe pequeno. O  clima tambem contribue, por exemplo, ha 10 anos chovia frequentemente mas, agora nao, isso contribui para o baixo nivel de producao dos mariscos(producao).","human_disturbance,climate_change","

                                                                                                                                                                                                                                       JR",0.0
50,nhamunhe (63),none,no_change,sig_less,none,,3b6c93d5-8c88-4ae9-8150-5c66e95d9bc6,,63,04032023NGUA01,5/24/2023 10:00:00 AM,nguja,sig_worse,"Na entrada da baia de Tumbine piorou, desde da aguas pequenas ate as grandes. Aboa qualidade caiu, ha diferenca, nos anos anterior tinha mais.",sig_less,"Acabou, muita quantidade se foi.","As proprias pessoas que usam jantes e pneus de carros, usam tambem artes pesadas, alguns barcos de grande porte. A temperatura tambem contribui porque, tambem, existem lugares onde nao ha redes mas as ervas desaparecem. ","human_disturbance,climate_change","01,02,04,06,50,56,63,69","1_depende da areia, para a maior parte na areia.
2_areia tambem
6_vive nas ervas assim com na areia
63_areia
69_areia","1_cresce na mesma medida, por vezes fino ou grande","6_Antes enchiam bacias mas atualmente nao.
63_Ano passado nao saiu.","Durante o tempo de veda, os apanhadores, os de gynia, gamboa e miranga podem continuar pescando.",,"A quantidade baixou por causa de todas pessoas ou comunidade se basear na pratica de pesca , antigamente era raro. O peixe agora e tirado em quantidade e a tendencia e do peixe pequeno. O  clima tambem contribue, por exemplo, ha 10 anos chovia frequentemente mas, agora nao, isso contribui para o baixo nivel de producao dos mariscos(producao).","human_disturbance,climate_change","

                                                                                                                                                                                                                                       JR",0.0
51,simbatsani (69),none,no_change,no_change,none,,3b6c93d5-8c88-4ae9-8150-5c66e95d9bc6,,69,04032023NGUA01,5/24/2023 10:00:00 AM,nguja,sig_worse,"Na entrada da baia de Tumbine piorou, desde da aguas pequenas ate as grandes. Aboa qualidade caiu, ha diferenca, nos anos anterior tinha mais.",sig_less,"Acabou, muita quantidade se foi.","As proprias pessoas que usam jantes e pneus de carros, usam tambem artes pesadas, alguns barcos de grande porte. A temperatura tambem contribui porque, tambem, existem lugares onde nao ha redes mas as ervas desaparecem. ","human_disturbance,climate_change","01,02,04,06,50,56,63,69","1_depende da areia, para a maior parte na areia.
2_areia tambem
6_vive nas ervas assim com na areia
63_areia
69_areia","1_cresce na mesma medida, por vezes fino ou grande","6_Antes enchiam bacias mas atualmente nao.
63_Ano passado nao saiu.","Durante o tempo de veda, os apanhadores, os de gynia, gamboa e miranga podem continuar pescando.",,"A quantidade baixou por causa de todas pessoas ou comunidade se basear na pratica de pesca , antigamente era raro. O peixe agora e tirado em quantidade e a tendencia e do peixe pequeno. O  clima tambem contribue, por exemplo, ha 10 anos chovia frequentemente mas, agora nao, isso contribui para o baixo nivel de producao dos mariscos(producao).","human_disturbance,climate_change","

                                                                                                                                                                                                                                       JR",0.0
52,mihili (1),low,sig_worse,sig_less,area_closure,75_100,3bfefeff-a922-4545-b451-ac01818ea943,,01,17022023NHCHA01,5/24/2023 10:00:00 AM,nhamaxaxa,sig_worse,,sig_less,"Na altura, existiam canais que tinham ervas mas hoje nao temos esses casos, isto e, porque as mudancas climaticas tendem a devastar e, tambem as redes usadas sao vastas e os chumbos usados sao demais pesados que acabam arrastando as ervas (nao ha regugulamento para as artes de pesca hoje em dia).
",Leia 1b.,"human_disturbance,climate_change","01,02,03,11,50,56,63,71",,"Nota_se alguma mudanca em outras especies ,pois, agora existem muitas pessoas com diversas artes, o que resulta em excesso de exploracao, contudo, a qualidade assim como a quantidade tendem a reduzir muitlo.",,"Apanha, linha e gynia na nossa comunidade, sao permitidos a pescar ate mesmo nas areas vedadas para o resto das artes.",,"A forma de pescar nos ultimos dias e diferente, hoje nao ha controle. As redes sao muitas e longas portanto ferem a qualidade e quantidade destes recursos marinhos. Nota_se as redes de arrasto sao o maior fator.",human_disturbance,This was entered as 65 but should be 71. Edited 7/26,0.0
53,mavionho  (2),high,sig_worse,sig_less,area_closure,75_100,3bfefeff-a922-4545-b451-ac01818ea943,,02,17022023NHCHA01,5/24/2023 10:00:00 AM,nhamaxaxa,sig_worse,,sig_less,"Na altura, existiam canais que tinham ervas mas hoje nao temos esses casos, isto e, porque as mudancas climaticas tendem a devastar e, tambem as redes usadas sao vastas e os chumbos usados sao demais pesados que acabam arrastando as ervas (nao ha regugulamento para as artes de pesca hoje em dia).
",Leia 1b.,"human_disturbance,climate_change","01,02,03,11,50,56,63,71",,"Nota_se alguma mudanca em outras especies ,pois, agora existem muitas pessoas com diversas artes, o que resulta em excesso de exploracao, contudo, a qualidade assim como a quantidade tendem a reduzir muitlo.",,"Apanha, linha e gynia na nossa comunidade, sao permitidos a pescar ate mesmo nas areas vedadas para o resto das artes.",,"A forma de pescar nos ultimos dias e diferente, hoje nao ha controle. As redes sao muitas e longas portanto ferem a qualidade e quantidade destes recursos marinhos. Nota_se as redes de arrasto sao o maior fator.",human_disturbance,This was entered as 65 but should be 71. Edited 7/26,0.0
54,salani (3),high,sig_worse,sig_less,area_closure,75_100,3bfefeff-a922-4545-b451-ac01818ea943,,03,17022023NHCHA01,5/24/2023 10:00:00 AM,nhamaxaxa,sig_worse,,sig_less,"Na altura, existiam canais que tinham ervas mas hoje nao temos esses casos, isto e, porque as mudancas climaticas tendem a devastar e, tambem as redes usadas sao vastas e os chumbos usados sao demais pesados que acabam arrastando as ervas (nao ha regugulamento para as artes de pesca hoje em dia).
",Leia 1b.,"human_disturbance,climate_change","01,02,03,11,50,56,63,71",,"Nota_se alguma mudanca em outras especies ,pois, agora existem muitas pessoas com diversas artes, o que resulta em excesso de exploracao, contudo, a qualidade assim como a quantidade tendem a reduzir muitlo.",,"Apanha, linha e gynia na nossa comunidade, sao permitidos a pescar ate mesmo nas areas vedadas para o resto das artes.",,"A forma de pescar nos ultimos dias e diferente, hoje nao ha controle. As redes sao muitas e longas portanto ferem a qualidade e quantidade destes recursos marinhos. Nota_se as redes de arrasto sao o maior fator.",human_disturbance,This was entered as 65 but should be 71. Edited 7/26,0.0
55,"sardinha, mboweni (11)",none,no_change,no_change,none,,3bfefeff-a922-4545-b451-ac01818ea943,,11,17022023NHCHA01,5/24/2023 10:00:00 AM,nhamaxaxa,sig_worse,,sig_less,"Na altura, existiam canais que tinham ervas mas hoje nao temos esses casos, isto e, porque as mudancas climaticas tendem a devastar e, tambem as redes usadas sao vastas e os chumbos usados sao demais pesados que acabam arrastando as ervas (nao ha regugulamento para as artes de pesca hoje em dia).
",Leia 1b.,"human_disturbance,climate_change","01,02,03,11,50,56,63,71",,"Nota_se alguma mudanca em outras especies ,pois, agora existem muitas pessoas com diversas artes, o que resulta em excesso de exploracao, contudo, a qualidade assim como a quantidade tendem a reduzir muitlo.",,"Apanha, linha e gynia na nossa comunidade, sao permitidos a pescar ate mesmo nas areas vedadas para o resto das artes.",,"A forma de pescar nos ultimos dias e diferente, hoje nao ha controle. As redes sao muitas e longas portanto ferem a qualidade e quantidade destes recursos marinhos. Nota_se as redes de arrasto sao o maior fator.",human_disturbance,This was entered as 65 but should be 71. Edited 7/26,0.0
56,dzindrolo (50),high,sig_worse,sig_less,area_closure,75_100,3bfefeff-a922-4545-b451-ac01818ea943,,50,17022023NHCHA01,5/24/2023 10:00:00 AM,nhamaxaxa,sig_worse,,sig_less,"Na altura, existiam canais que tinham ervas mas hoje nao temos esses casos, isto e, porque as mudancas climaticas tendem a devastar e, tambem as redes usadas sao vastas e os chumbos usados sao demais pesados que acabam arrastando as ervas (nao ha regugulamento para as artes de pesca hoje em dia).
",Leia 1b.,"human_disturbance,climate_change","01,02,03,11,50,56,63,71",,"Nota_se alguma mudanca em outras especies ,pois, agora existem muitas pessoas com diversas artes, o que resulta em excesso de exploracao, contudo, a qualidade assim como a quantidade tendem a reduzir muitlo.",,"Apanha, linha e gynia na nossa comunidade, sao permitidos a pescar ate mesmo nas areas vedadas para o resto das artes.",,"A forma de pescar nos ultimos dias e diferente, hoje nao ha controle. As redes sao muitas e longas portanto ferem a qualidade e quantidade destes recursos marinhos. Nota_se as redes de arrasto sao o maior fator.",human_disturbance,This was entered as 65 but should be 71. Edited 7/26,0.0
